hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,random_noise
City Hotel,0.0,0.0,2016.0,October,42.0,13.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,B,0.0,No Deposit,,,0.0,Transient,170.0,0.0,0.0,Check-Out,2016-10-14,Kimberly Ho,KimberlyHo@gmail.com,621-592-3353,************1850,-0.97974773441864
City Hotel,0.0,318.0,2017.0,February,9.0,27.0,1.0,3.0,2.0,1.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,101.65,1.0,0.0,Check-Out,2017-03-03,Mary Dudley,MDudley96@yahoo.com,157-760-6945,************6150,0.7277580403617306
City Hotel,0.0,4.0,2015.0,September,36.0,2.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,95.0,0.0,1.0,Check-Out,2015-09-03,Christopher Martinez,Christopher_M69@xfinity.com,199-766-8016,************3072,0.507599174822694
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6793570313004362
City Hotel,1.0,26.0,2017.0,April,17.0,29.0,1.0,1.0,2.0,0.0,0.0,SC,CHN,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,103.5,0.0,1.0,Canceled,2017-04-21,Elaine Richard,ElaineRichard@protonmail.com,560-713-1185,************8694,-0.8447121556356423
Resort Hotel,0.0,11.0,2017.0,July,27.0,7.0,0.0,2.0,2.0,0.0,0.0,BB,GBR,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,40.0,,0.0,Contract,92.0,0.0,0.0,Check-Out,2017-07-09,Jacob Alvarez,JacobAlvarez@zoho.com,830-849-5249,************8267,-0.5136633306216871
City Hotel,1.0,313.0,2015.0,August,35.0,26.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Alexandra Robinson,Alexandra.R@xfinity.com,913-777-0617,************7783,-0.1354448418729743
City Hotel,0.0,13.0,2016.0,March,13.0,20.0,1.0,0.0,2.0,0.0,0.0,BB,BRA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,220.0,,0.0,Transient-Party,85.0,0.0,1.0,Check-Out,2016-03-21,Michael Hayden,MichaelHayden@zoho.com,127-884-1562,************8510,-0.4517407630243062
City Hotel,0.0,0.0,2016.0,July,29.0,13.0,0.0,1.0,2.0,0.0,0.0,HB,DEU,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,210.0,0.0,0.0,Check-Out,2016-07-14,Taylor Carpenter,Taylor_C@aol.com,145-031-8229,************7396,-1.8248671062811068
City Hotel,1.0,323.0,2015.0,September,36.0,5.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Rebecca Carter,Carter_Rebecca42@att.com,571-464-2420,************3287,1.7080488568242544
City Hotel,0.0,27.0,2015.0,September,39.0,20.0,3.0,5.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,152.5,0.0,0.0,Check-Out,2015-09-28,Vernon Blackwell,Blackwell_Vernon@outlook.com,267-973-6834,************8506,0.5171317935627902
City Hotel,0.0,14.0,2015.0,October,41.0,5.0,1.0,2.0,2.0,0.0,0.0,BB,NLD,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Contract,136.0,0.0,1.0,Check-Out,2015-10-08,Tony Peterson,Peterson_Tony@comcast.net,533-226-2275,************6476,0.7395199098766264
Resort Hotel,0.0,388.0,2017.0,May,21.0,25.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,96.0,,0.0,Transient-Party,72.0,0.0,0.0,Check-Out,2017-05-28,Kimberly Smith,Kimberly_S90@mail.com,787-721-4540,************1773,1.438611036429296
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.182736210919547
Resort Hotel,0.0,152.0,2017.0,April,14.0,5.0,0.0,4.0,1.0,0.0,0.0,BB,GBR,Groups,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,,223.0,0.0,Transient-Party,49.0,1.0,0.0,Check-Out,2017-04-09,Franklin Ho,Franklin.Ho20@yandex.com,775-966-0856,************8070,0.9114820380861414
City Hotel,1.0,56.0,2017.0,February,5.0,1.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,29.0,,0.0,Transient,60.0,0.0,0.0,Canceled,2016-12-07,Wendy Maxwell,Wendy.Maxwell@protonmail.com,561-156-3980,************4623,-1.9913002166712288
Resort Hotel,0.0,1.0,2017.0,February,6.0,8.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,D,0.0,No Deposit,250.0,,0.0,Transient-Party,43.0,0.0,0.0,Check-Out,2017-02-09,Nancy Alexander,Nancy.Alexander@hotmail.com,878-541-6953,************5892,-0.656559256563256
City Hotel,1.0,292.0,2015.0,August,32.0,5.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Gregory Jones,GJones@hotmail.com,753-905-9462,************8051,-0.9458275194210624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.268243659856286
Resort Hotel,0.0,20.0,2016.0,March,11.0,9.0,1.0,4.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,D,D,1.0,No Deposit,242.0,,0.0,Transient,46.4,0.0,1.0,Check-Out,2016-03-14,Stuart Perry,Stuart_P@yahoo.com,492-648-1359,************2503,-0.4184662149534778
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2631881555150724
Resort Hotel,0.0,222.0,2017.0,June,25.0,23.0,2.0,3.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,241.0,,0.0,Transient,76.23,0.0,2.0,Check-Out,2017-06-28,Aaron Peck,Peck_Aaron@yahoo.com,652-466-6006,************8867,0.0817071959043014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.143774639042545
City Hotel,0.0,1.0,2016.0,March,11.0,12.0,1.0,1.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,7.0,,0.0,Transient,88.43,0.0,1.0,Check-Out,2016-03-14,Andrew Robles,Robles.Andrew@zoho.com,505-774-1276,************7376,0.3472422767215812
City Hotel,0.0,59.0,2017.0,February,8.0,19.0,2.0,3.0,2.0,0.0,0.0,BB,NLD,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,90.1,0.0,0.0,Check-Out,2017-02-24,Daniel Johnson,Daniel.J@xfinity.com,907-729-6073,************4717,0.3881820456677066
City Hotel,0.0,4.0,2016.0,May,21.0,15.0,2.0,2.0,1.0,0.0,0.0,BB,USA,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,150.0,,0.0,Transient-Party,98.32,0.0,0.0,Check-Out,2016-05-19,Jennifer Wise,Jennifer.Wise94@outlook.com,785-088-2770,************8142,-0.3720792892462479
City Hotel,1.0,46.0,2015.0,October,44.0,31.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,1.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,87.75,0.0,2.0,Canceled,2015-10-05,Zachary White,ZWhite82@verizon.com,510-710-0644,************5335,-0.4357966781242715
City Hotel,0.0,292.0,2016.0,July,30.0,21.0,0.0,2.0,2.0,0.0,0.0,HB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient-Party,115.0,0.0,0.0,Check-Out,2016-07-23,Anne Hunter,AnneHunter@gmail.com,735-922-8896,************2553,1.5543325641378771
City Hotel,0.0,103.0,2016.0,May,19.0,4.0,0.0,3.0,2.0,0.0,0.0,BB,FRA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,154.0,,0.0,Transient-Party,80.0,0.0,0.0,Check-Out,2016-05-07,Heidi Ferguson,HFerguson@hotmail.com,589-531-2583,************6941,0.4760859178049775
Resort Hotel,0.0,3.0,2017.0,January,3.0,16.0,1.0,0.0,1.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,G,G,1.0,No Deposit,240.0,,0.0,Transient,88.0,0.0,1.0,Check-Out,2017-01-17,Randall Hill,Randall_Hill@verizon.com,969-730-8737,************2941,1.712025304034074
City Hotel,0.0,20.0,2017.0,April,17.0,29.0,1.0,1.0,2.0,0.0,0.0,BB,CRI,Online TA,TA/TO,0.0,0.0,0.0,E,E,0.0,No Deposit,9.0,,0.0,Transient,184.0,0.0,1.0,Check-Out,2017-05-01,James Brown,Brown_James13@outlook.com,552-091-1933,************9082,1.887063977451629
City Hotel,1.0,151.0,2016.0,January,4.0,19.0,0.0,3.0,1.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,19.0,,63.0,Transient-Party,80.0,0.0,0.0,Canceled,2016-01-07,Andrew Sanders,Sanders_Andrew@mail.com,457-365-7596,************4930,-1.312097218147643
Resort Hotel,1.0,167.0,2017.0,March,9.0,4.0,2.0,6.0,2.0,0.0,0.0,BB,GBR,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,47.45,0.0,0.0,Canceled,2016-09-18,Christopher Nielsen,Christopher_Nielsen55@xfinity.com,536-590-0863,************6051,-1.2289489932838515
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7010989538084652
City Hotel,0.0,4.0,2016.0,May,22.0,28.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,161.0,0.0,1.0,Check-Out,2016-05-29,Ryan Obrien,RyanObrien@gmail.com,116-933-7557,************6391,0.4649975903177035
Resort Hotel,0.0,190.0,2017.0,June,24.0,15.0,0.0,1.0,2.0,0.0,0.0,BB,DEU,Offline TA/TO,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,251.0,,0.0,Transient,80.0,0.0,0.0,Check-Out,2017-06-16,Mary Brennan,Mary_Brennan51@yandex.com,896-162-3014,************1715,-1.2045723733273157
City Hotel,1.0,183.0,2017.0,July,29.0,18.0,0.0,2.0,2.0,0.0,0.0,SC,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,89.1,0.0,0.0,Canceled,2017-05-19,Justin Woodward,Justin.W@outlook.com,141-570-2015,************5626,-0.3163590115482241
City Hotel,0.0,80.0,2016.0,July,31.0,24.0,2.0,2.0,2.0,0.0,0.0,BB,NLD,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,121.0,,0.0,Transient,72.25,0.0,0.0,Check-Out,2016-07-28,Yvonne Smith,Smith_Yvonne57@verizon.com,279-035-8875,************5184,0.7451000576363783
City Hotel,1.0,54.0,2016.0,June,26.0,20.0,1.0,0.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,A,A,2.0,No Deposit,9.0,,0.0,Transient,99.9,0.0,0.0,Canceled,2016-06-13,Monique Rodriguez MD,Monique.M@mail.com,898-468-2038,************2281,0.8327335045757684
City Hotel,0.0,117.0,2015.0,August,31.0,1.0,2.0,1.0,3.0,0.0,0.0,HB,ITA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,D,1.0,No Deposit,17.0,,0.0,Transient-Party,138.5,0.0,0.0,Check-Out,2015-08-04,Patrick Burke,Burke_Patrick62@hotmail.com,724-565-3355,************3271,-1.4987238590607903
City Hotel,0.0,0.0,2016.0,September,38.0,13.0,0.0,2.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,1.0,4.0,44.0,A,B,0.0,No Deposit,,40.0,0.0,Transient,67.0,1.0,0.0,Check-Out,2016-09-15,David Weaver,David_W49@gmail.com,693-915-5459,************7727,-0.1336183557551467
City Hotel,0.0,73.0,2015.0,November,48.0,24.0,0.0,3.0,1.0,0.0,0.0,BB,FRA,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,12.0,,27.0,Transient-Party,67.83,0.0,0.0,Check-Out,2015-11-27,Michael Carney,MCarney59@hotmail.com,727-621-8726,************3670,-1.530991362083106
City Hotel,0.0,35.0,2016.0,March,12.0,16.0,0.0,2.0,2.0,0.0,0.0,SC,CHE,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,71.1,0.0,1.0,Check-Out,2016-03-18,Elizabeth Young,Elizabeth_Young@outlook.com,510-117-8603,************7470,0.6590013767056635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1040579967081323
City Hotel,1.0,8.0,2015.0,October,41.0,10.0,2.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,62.0,0.0,0.0,Canceled,2015-10-07,Kenneth Mendoza,KMendoza@outlook.com,434-727-9407,************5590,1.5598828071269466
City Hotel,0.0,0.0,2015.0,September,37.0,8.0,0.0,1.0,2.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,,,0.0,Transient,114.0,0.0,0.0,Check-Out,2015-09-09,Ian Riley,Ian.R81@comcast.net,104-892-3267,************1941,-0.3740107716101246
City Hotel,1.0,164.0,2015.0,July,30.0,20.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Offline TA/TO,TA/TO,0.0,1.0,0.0,B,B,0.0,No Deposit,13.0,,0.0,Transient-Party,63.75,0.0,2.0,Canceled,2015-07-14,Christopher Cobb,CCobb37@yahoo.com,457-364-9939,************1893,0.5838341604653289
Resort Hotel,1.0,105.0,2016.0,February,9.0,27.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,1.0,0.0,D,D,0.0,No Deposit,240.0,,0.0,Transient,46.4,0.0,0.0,Canceled,2015-11-17,Debra Davenport,Debra.D@gmail.com,850-411-9081,************3835,-0.6930620941193494
City Hotel,0.0,14.0,2016.0,September,38.0,12.0,1.0,0.0,2.0,0.0,1.0,BB,PRT,Complementary,Direct,1.0,0.0,5.0,B,B,1.0,No Deposit,45.0,,0.0,Transient,0.0,0.0,1.0,Check-Out,2016-09-13,Russell Morton,RussellMorton@outlook.com,728-046-9403,************1553,0.1437704197626787
City Hotel,0.0,99.0,2016.0,February,8.0,16.0,0.0,4.0,2.0,0.0,0.0,BB,POL,Direct,Direct,0.0,0.0,0.0,A,A,0.0,No Deposit,14.0,,0.0,Transient,63.75,0.0,0.0,Check-Out,2016-02-20,Amy Davis,Amy_Davis23@gmail.com,478-067-7840,************1596,-2.0460038281282924
City Hotel,0.0,64.0,2016.0,August,33.0,8.0,1.0,1.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,158.4,0.0,0.0,Check-Out,2016-08-10,David Johnson,DJohnson52@mail.com,379-188-4588,************9667,0.6990530804735599
Resort Hotel,0.0,36.0,2016.0,November,45.0,4.0,2.0,5.0,1.0,0.0,0.0,BB,FIN,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,6.0,,0.0,Transient,27.0,0.0,1.0,Check-Out,2016-11-11,Jason White,JWhite@outlook.com,220-984-7717,************4137,2.091585593390856
City Hotel,1.0,278.0,2015.0,July,30.0,22.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Nichole Scott,NicholeScott@comcast.net,716-984-5201,************1887,-0.6171546767662426
City Hotel,1.0,240.0,2016.0,October,43.0,21.0,1.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,37.0,,0.0,Transient,110.0,0.0,0.0,Canceled,2016-03-15,John Ortiz,Ortiz.John18@verizon.com,583-242-2943,************6332,-0.467915536599684
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6333235714155878
City Hotel,0.0,0.0,2015.0,September,38.0,15.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,A,B,1.0,No Deposit,,,0.0,Transient,95.0,0.0,0.0,Check-Out,2015-09-16,Michelle Morales,MichelleMorales24@comcast.net,303-792-8036,************2865,0.4816154839451275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5082061179090375
City Hotel,1.0,304.0,2015.0,August,34.0,17.0,1.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Joseph Murphy,Joseph_Murphy@yahoo.com,713-859-6052,************3162,-1.308475165687201
City Hotel,0.0,75.0,2016.0,April,17.0,17.0,2.0,0.0,2.0,0.0,0.0,SC,NLD,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient-Party,90.0,0.0,0.0,Check-Out,2016-04-19,Richard Stevens,Richard.Stevens@aol.com,365-181-8581,************2280,-1.0923678816669216
City Hotel,1.0,355.0,2015.0,October,41.0,7.0,0.0,2.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,1.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient-Party,62.0,0.0,0.0,Canceled,2015-07-02,Christina Cochran MD,Christina.MD@yahoo.com,389-100-8034,************2584,0.7819944001921878
City Hotel,0.0,23.0,2016.0,April,15.0,8.0,0.0,1.0,1.0,0.0,0.0,SC,POL,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Transient,89.0,0.0,0.0,Check-Out,2016-04-09,Lindsay Mcconnell,Lindsay_M@aol.com,255-324-3221,************5893,-0.4547047046022254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.672759113856931
Resort Hotel,0.0,0.0,2017.0,May,21.0,23.0,0.0,2.0,1.0,0.0,0.0,BB,BRA,Direct,Direct,0.0,0.0,0.0,A,E,0.0,No Deposit,,,0.0,Transient-Party,54.0,0.0,1.0,Check-Out,2017-05-25,Jason Sharp,JSharp30@verizon.com,250-131-0445,************2961,-1.0451112494733987
City Hotel,0.0,8.0,2017.0,July,27.0,4.0,0.0,2.0,2.0,0.0,0.0,BB,FRA,Direct,Direct,0.0,0.0,0.0,A,A,1.0,No Deposit,14.0,,0.0,Transient-Party,170.0,0.0,1.0,Check-Out,2017-07-06,Amber Fuller,Amber_Fuller@comcast.net,661-203-8313,************4097,0.1762568275997894
City Hotel,1.0,100.0,2016.0,April,17.0,23.0,1.0,1.0,2.0,0.0,0.0,HB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,1.0,,0.0,Transient,96.0,0.0,0.0,Canceled,2016-02-09,William Smith,Smith_William@zoho.com,269-627-1547,************8616,1.302327716287787
City Hotel,1.0,164.0,2017.0,May,20.0,15.0,1.0,2.0,1.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,,,0.0,Transient,160.0,0.0,0.0,Canceled,2017-01-31,Jacqueline Spencer,Jacqueline_S77@yandex.com,974-524-3339,************1262,-0.7632634507865308
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6691185065937683
City Hotel,1.0,162.0,2017.0,May,18.0,6.0,2.0,1.0,1.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,3.0,,0.0,Transient,80.0,0.0,0.0,Canceled,2016-12-09,Justin Taylor,Justin_Taylor27@verizon.com,335-560-0061,************2508,0.9366181074497598
City Hotel,0.0,1.0,2015.0,August,32.0,8.0,2.0,2.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,A,A,0.0,No Deposit,9.0,,0.0,Contract,90.0,0.0,2.0,Check-Out,2015-08-12,Nancy Mccormick,Mccormick.Nancy@outlook.com,915-505-7337,************3226,-1.1614052027310489
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8173053397707752
City Hotel,1.0,96.0,2017.0,April,16.0,17.0,1.0,4.0,3.0,0.0,0.0,BB,DEU,Online TA,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,9.0,,0.0,Transient,162.0,0.0,2.0,Canceled,2017-02-02,Jerry Goodman,JerryGoodman@protonmail.com,983-443-4696,************4814,-0.8853973051195048
City Hotel,0.0,0.0,2016.0,July,30.0,18.0,1.0,3.0,2.0,0.0,0.0,BB,DEU,Direct,Direct,0.0,0.0,0.0,A,B,0.0,No Deposit,,,0.0,Transient,139.0,0.0,0.0,Check-Out,2016-07-22,Amanda Bridges,AmandaBridges@protonmail.com,438-052-1378,************2169,-0.762678820729745
Resort Hotel,1.0,181.0,2016.0,October,43.0,16.0,2.0,1.0,2.0,0.0,0.0,BB,PRT,Groups,TA/TO,0.0,0.0,0.0,A,A,0.0,Non Refund,11.0,,0.0,Transient,37.0,0.0,0.0,Canceled,2016-07-18,Mark Ramirez,Mark_Ramirez23@verizon.com,337-884-7520,************2721,-2.191174150113959
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1174849828276576
City Hotel,1.0,113.0,2017.0,January,1.0,4.0,2.0,4.0,3.0,0.0,0.0,BB,RUS,Online TA,TA/TO,0.0,0.0,0.0,D,D,2.0,No Deposit,9.0,,0.0,Transient,119.0,0.0,1.0,Canceled,2016-12-26,Sara Acosta,Sara.Acosta25@att.com,653-809-8277,************4936,-0.2757273559450496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6883838512574667
City Hotel,1.0,239.0,2017.0,August,34.0,25.0,0.0,1.0,2.0,2.0,0.0,BB,AGO,Online TA,TA/TO,0.0,0.0,0.0,F,F,0.0,No Deposit,9.0,,0.0,Transient,189.0,0.0,1.0,Canceled,2017-05-05,Jennifer Nguyen,JenniferNguyen@verizon.com,479-021-0358,************8821,0.0840884752492492
Resort Hotel,1.0,54.0,2015.0,December,49.0,5.0,1.0,1.0,2.0,0.0,1.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,D,D,1.0,No Deposit,250.0,,0.0,Transient,39.1,0.0,1.0,Canceled,2015-12-02,Kevin Vance,Kevin.Vance@aol.com,997-004-6297,************6189,-1.2140894892136544
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.076262882090008
City Hotel,0.0,38.0,2016.0,September,39.0,19.0,1.0,2.0,1.0,0.0,0.0,BB,ROU,Offline TA/TO,TA/TO,0.0,0.0,0.0,A,B,1.0,No Deposit,118.0,,0.0,Transient,81.0,0.0,1.0,Check-Out,2016-09-22,Steven Mcneil DDS,Steven.D19@comcast.net,302-870-2068,************4572,0.5950177632836222
City Hotel,0.0,1.0,2016.0,January,2.0,7.0,0.0,1.0,1.0,0.0,0.0,BB,PRT,Corporate,Corporate,1.0,0.0,3.0,A,A,0.0,No Deposit,,40.0,0.0,Transient-Party,65.0,0.0,0.0,Check-Out,2016-01-08,Todd Johnson,Todd.J@gmail.com,568-891-0839,************3727,0.043786782886489
City Hotel,0.0,19.0,2015.0,September,40.0,28.0,1.0,1.0,1.0,0.0,0.0,BB,GBR,Groups,TA/TO,0.0,0.0,0.0,A,A,1.0,No Deposit,1.0,,0.0,Transient-Party,170.0,0.0,0.0,Check-Out,2015-09-30,Melissa Tran,Melissa.Tran@comcast.net,188-584-6009,************6895,-0.74881795658768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7318153067962232
City Hotel,0.0,35.0,2016.0,February,7.0,11.0,0.0,3.0,2.0,0.0,0.0,BB,FRA,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,89.3,0.0,1.0,Check-Out,2016-02-14,Andrew West,AndrewWest@att.com,974-640-3175,************2351,0.8797228264923109
City Hotel,0.0,20.0,2016.0,October,44.0,27.0,0.0,3.0,2.0,1.0,0.0,BB,PRT,Direct,Direct,0.0,0.0,0.0,D,D,0.0,No Deposit,,,0.0,Transient,85.0,0.0,0.0,Check-Out,2016-10-30,Scott Warner,Scott_Warner@yahoo.com,523-318-6437,************4183,-0.6956332693843055
Resort Hotel,0.0,386.0,2016.0,October,43.0,20.0,1.0,3.0,3.0,0.0,0.0,BB,GBR,Groups,Corporate,0.0,0.0,0.0,A,A,1.0,No Deposit,,,0.0,Transient-Party,79.0,0.0,1.0,Check-Out,2016-10-24,Brian Sullivan,Sullivan.Brian@comcast.net,959-376-7952,************4524,1.759611888144898
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5717122651695847
Resort Hotel,0.0,4.0,2016.0,May,22.0,28.0,0.0,1.0,1.0,0.0,0.0,HB,PRT,Corporate,Corporate,0.0,0.0,0.0,A,A,0.0,No Deposit,,408.0,0.0,Transient,65.0,0.0,0.0,Check-Out,2016-05-29,Joan Willis,Joan_Willis@mail.com,790-911-4185,************8106,0.6931981106481319
Resort Hotel,0.0,31.0,2017.0,January,3.0,18.0,0.0,3.0,2.0,0.0,0.0,BB,PRT,Online TA,TA/TO,0.0,0.0,0.0,E,E,1.0,No Deposit,240.0,,0.0,Transient,75.0,1.0,0.0,Check-Out,2017-01-21,Jennifer Carter,Carter_Jennifer86@xfinity.com,381-921-2413,************2497,-0.5970955564298829
City Hotel,1.0,18.0,2016.0,May,20.0,13.0,0.0,2.0,2.0,0.0,0.0,BB,ESP,Online TA,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,9.0,,0.0,Transient,156.0,0.0,0.0,Canceled,2016-05-02,Christopher Perry,CPerry@comcast.net,825-223-5304,************4288,-0.0520765821879862
Resort Hotel,0.0,261.0,2016.0,October,41.0,6.0,0.0,2.0,2.0,0.0,0.0,HB,DEU,Groups,TA/TO,0.0,0.0,0.0,D,D,0.0,No Deposit,251.0,,0.0,Transient,87.0,0.0,0.0,Check-Out,2016-10-08,Jasmine Mason,Jasmine_M15@gmail.com,567-728-1298,************5784,-0.1657503849931076
